linenumber,fec_committee_id,fec_candidate_id,candidate_name,party,office_name,office_state,district,position,transaction_id,payee,street_1,street_2,city,state,zip_code,date,amount,purpose,cycle
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4637,"SRCP Media, Inc.",201 N Union St,Suite 200,Alexandria,VA,22314,2016-04-28,505257.75,Media Buy,2016
SE,C00609511,P60003670,JOHN R KASICH,REP,President,IN,,O,SE.4638,"SRCP Media, Inc.",201 N Union St,Suite 200,Alexandria,VA,22314,2016-04-28,168419.25,Media Buy,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5500,DDC Advocacy,"805 15th Street, N.W.",Suite 300,Washington,DC,20005,2016-04-28,80021.55,Direct mail services,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5541,DDC Advocacy,"805 15th Street, N.W.",Suite 300,Washington,DC,20005,2016-04-28,98956.8,Voter contact-telephone calls,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5517,Targeted Victory,1033 N. Fairfax Street,Suite 400,Alexandria,VA,22314,2016-04-28,629.04,Voter contact-emails,2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4655,Targeted Victory,1033 North Fairfax Street,Suite 400,Alexandria,VA,22314,2016-04-28,50000.0,On-Line Media Advertising,2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4654,"SRCP Media, Inc.",201 N Union St,Suite 200,Alexandria,VA,22314,2016-04-28,200000.0,Media Buy,2016
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7367,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-28,14.65,internet communications (from advance line 21),2016
SE,C00575415,P60006111,Rafael Edward Ted Cruz,REP,President,IN,,S,E7021CBCA91B047B9B1F,Rigel Strategies LLC,3948 Legacy Drive,Ste 106-282,Plano,TX,750238300,2016-04-28,15843.7,PAC Radio Advertising,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5519,"TargetPoint Consulting, Inc.","66 Canal Center Plaza, #555",,Alexandria,VA,22314,2016-04-28,34260.0,Research,2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4656,Frontline Political Strategy,2830 S Hulen St,#365,Fort Worth,TX,76109,2016-04-28,50000.0,Door-to-Door; Telephone Calls and other GOTV effort,2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4645,Frontline Political Strategy,2830 S Hulen St,#365,Fort Worth,TX,76109,2016-04-27,54000.0,Door-to-Door; Telephone Calls and other GOTV effort,2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4659,Rigel Strategies LLC,3948 Legacy Drive,Suite 106-282,Plano,TX,75023,2016-04-27,52859.96,Radio Buy,2016
SE,C00495861,P80001571,DONALD J TRUMP,REP,President,IN,,O,VNTYH9SW537,Precision Network LLC,1140 Connecticut Ave NW,Ste 800,Washington,DC,200364010,2016-04-27,2500.0,Digital Ad Buy (Estimate),2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7364,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-27,11.72,internet communications (from advance line 21),2016
SE,C90011800,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,F57.4326,Facebook,1601 Willow Road,,Menlo Park,CA,94025,2016-04-26,1500.0,Online ads,2016
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7360,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-26,19.53,internet communications (from advance line 21),2016
SE,C00575415,P60006111,Rafael Edward Ted Cruz,REP,President,IN,,S,E458064D870494C5C8E1,Five Points Consulting,6173 Roaring Forks Dr,,Norton Shores,MI,494445979,2016-04-26,5000.0,Digital Media Production/Placement,2016
SE,C00609511,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.4641,Targeted Victory,1033 North Fairfax Street,Suite 400,Alexandria,VA,22314,2016-04-26,25000.0,On-Line Media Buy,2016
SE,C00609511,P60003670,JOHN R KASICH,REP,President,IN,,O,SE.4640,Targeted Victory,1033 North Fairfax Street,Suite 400,Alexandria,VA,22314,2016-04-26,25000.0,On-Line Media Buy,2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4639,Targeted Victory,1033 North Fairfax Street,Suite 400,Alexandria,VA,22314,2016-04-26,150000.0,On-Line Media Buy,2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4642,One Harbor LLC,PO Box 22942,,Houston,TX,77227,2016-04-26,6500.0,Media Production,2016
SE,C00610907,P80001571,Donald J. Trump,REP,President,IN,,O,SE.4247,Tusk Digital,"718 7th Street, N.W.",2nd Floor,Washington,DC,20001,2016-04-26,15000.0,online advertising,2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7363,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-26,9.77,internet communications (from advance line 21),2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7359,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-25,14.65,internet communications (from advance line 21),2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4618,Stars and Stripes,7560 W 100th Place,,Bridgeview,IL,60455,2016-04-25,704.04,Printing,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5444,DDC Advocacy,"805 15th Street, N.W.",Suite 300,Washington,DC,20005,2016-04-25,130004.25,Direct mail services,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5465,DDC Advocacy,"805 15th Street, N.W.",Suite 300,Washington,DC,20005,2016-04-25,75824.25,Direct mail services,2016
SE,C00570739,P60006111,Ted Cruz,REP,President,IN,,S,EFDF6BDF235AD4C90A11,Alliance Strategy Group,"7700 Congress Ave, Ste 3208",,Boca Raton,FL,334871358,2016-04-25,11032.08,Email Marketing,2016
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7358,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-25,35.16,internet communications (from advance line 21),2016
SE,C00609511,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.4605,Rigel Strategies LLC,3948 Legacy Drive,Suite 106-282,Plano,TX,75023,2016-04-24,32618.75,Radio Buy and Production,2016
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7356,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-24,23.44,internet communications (from advance line 21),2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4604,Rigel Strategies LLC,3948 Legacy Drive,Suite 106-282,Plano,TX,75023,2016-04-24,65237.5,Radio Buy and Production,2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7357,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-24,9.77,internet communications (from advance line 21),2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4607,Define Idea,1761 Chace Drive,,Hoover,AL,35244,2016-04-24,5000.0,Social Media Buy,2016
SE,C00609511,P60003670,JOHN R KASICH,REP,President,IN,,O,SE.4606,Rigel Strategies LLC,3948 Legacy Drive,Suite 106-282,Plano,TX,75023,2016-04-24,32618.75,Radio Buy and Production,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5451,"Mentzer Media Services, Inc.",210 W. Pennsylvania Avenue,Suite 250,Towson,MD,21204,2016-04-23,685046.0,Media placement,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5453,"McCarthy Hennings Whalen, Inc.","1850 M Street, N.W., #235",,Washington,DC,20036,2016-04-23,12671.68,Media production,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5473,DDC Advocacy,"805 15th Street, N.W.",Suite 300,Washington,DC,20005,2016-04-23,50000.0,Online advertising,2016
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7353,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-23,14.65,internet communications (from advance line 21),2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7354,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-23,14.65,internet communications (from advance line 21),2016
SE,C00487470,P60003670,JOHN R KASICH,REP,President,IN,,O,SE.7355,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-23,9.77,internet communications (from advance line 21),2016
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7350,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-22,35.16,internet communications (from advance line 21),2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4628,"SRCP Media, Inc.",201 N Union St,Suite 200,Alexandria,VA,22314,2016-04-22,166632.18,Media Buy,2016
SE,C00487470,P60003670,JOHN R KASICH,REP,President,IN,,O,SE.7349,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-22,14.65,internet communications (from advance line 21),2016
SE,C00609511,P60003670,JOHN R KASICH,REP,President,IN,,O,SE.4627,"SRCP Media, Inc.",201 N Union St,Suite 200,Alexandria,VA,22314,2016-04-22,474206.82,Media Buy,2016
SE,C00609511,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.4577,Frontline Political Strategy,2830 S Hulen St,#365,Fort Worth,TX,76109,2016-04-22,54000.0,Door-to-Door; Telephone Calls and other GOTV effort,2016
SE,C00487470,P60003670,JOHN R KASICH,REP,President,IN,,O,SE.7249,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-21,49.04,digital ad production costs (from advance line 21),2016
